Employee ID,Employee Name,Department/Team,Designation/Role,Date of Joining,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Predicted Eligibility Score
538818,Rhonda Rich,4,2,2011-11-17,0,13.3,2024-02-10,4,1,9,1,70,55,15,88.2,37,18,29,5.1,2.9,1,19,2,4,72
637135,Anthony Briggs,5,0,2018-11-29,1,0.6,2024-02-25,0,2,7,0,10,2,8,60.4,10,9,9,5.9,4.5,2,20,1,2.8,24
756878,Christopher Hayes,4,5,2019-07-24,0,5.6,2024-02-13,2,2,4,0,15,15,0,89.3,44,26,11,3,3.7,2,0,1,3.2,72
160235,Richard Doyle,5,7,2019-11-03,0,5.3,2024-06-21,4,1,3,1,64,52,12,80.3,26,20,9,3.1,3.7,2,3,2,3.6,57
488915,Stacy Salazar,6,1,2018-04-13,0,6.9,2024-03-01,3,0,6,1,47,47,0,92,8,2,8,4.7,2.2,1,27,2,3.8,71
318810,Allison Reynolds,5,5,2015-02-12,0,10,2024-06-18,2,0,7,1,53,52,1,50.7,34,7,23,6.2,2.9,0,8,2,4.2,16
22370,Steven Martin,1,4,2012-10-27,0,12.3,2024-05-04,4,1,5,1,26,4,22,80.2,47,40,38,3.7,3.8,1,27,1,4.6,58
178664,Corey Grant,0,0,2011-09-23,0,13.4,2024-04-25,4,1,0,1,27,0,27,82,5,4,1,3.6,2.7,1,22,0,4.1,65
754516,William Hines,5,3,2010-07-23,1,14.5,2024-10-31,0,2,3,1,88,17,71,79.1,32,12,22,9.9,3.8,1,14,0,4.5,69
966810,Joshua Johnson,3,0,2016-11-07,0,8.3,2024-08-23,0,2,10,0,94,81,13,70.2,12,8,10,5.2,1.7,1,14,1,4.7,42
427311,Brian Johnson,4,1,2017-11-28,0,7.2,2024-10-12,3,0,8,0,30,19,11,57.5,19,16,14,2.2,3.2,0,22,1,3,16
906355,David Cross,2,1,2011-08-13,0,13.5,2024-01-19,3,1,1,0,85,24,61,61.3,19,18,13,7.2,1.9,0,3,2,4.5,40
119589,Tyler Jones,4,0,2010-12-23,0,14.2,2024-04-25,1,1,2,0,66,65,1,95.3,12,9,11,2,2.4,2,15,0,2.4,82
469135,Michelle Smith,6,3,2016-11-24,0,8.2,2024-11-09,2,1,1,1,51,39,12,59,21,20,2,3.8,1.2,1,23,1,4.6,24
18336,Tommy Reilly,2,3,2014-03-06,0,11,2024-05-24,4,1,6,1,79,59,20,57,28,14,15,7,1.9,1,2,0,2.7,27
82600,Lori Parker,4,3,2015-06-01,1,4.2,2024-03-31,4,0,1,1,62,28,34,74.2,10,1,6,1.6,3.5,1,22,1,2.7,45
178141,Daniel Page,3,5,2016-01-24,1,3,2024-03-14,2,1,3,0,65,56,9,74.2,27,10,15,3.3,4.1,2,17,0,3.6,48
290068,Thomas Oneal,4,6,2021-05-09,0,3.8,2024-02-18,1,2,0,1,20,1,19,92.3,13,6,10,5.7,2.7,2,12,0,2.6,76
78437,Suzanne Fitzgerald,0,3,2018-03-15,1,2.3,2024-08-18,0,1,6,0,34,20,14,50.8,13,4,8,3.6,1.7,2,19,0,4.1,12
187188,Ethan Taylor,3,6,2012-09-24,0,12.4,2024-12-13,2,0,9,1,50,10,40,78.2,17,7,10,8.7,2.4,0,30,2,1.5,54
365443,Jason James,6,1,2015-01-19,0,10.1,2024-02-22,1,1,9,1,21,3,18,61.9,37,29,9,8.8,2.3,2,8,0,4.3,35
357975,Linda Kim,3,6,2011-02-03,0,14,2024-04-09,1,0,8,0,65,3,62,51,20,16,2,1.6,3.2,2,18,1,5,15
927164,Mr. Charles Parker,5,7,2017-08-15,0,7.5,2024-09-22,4,2,1,1,86,41,45,97.7,9,7,1,4.4,4.7,2,12,1,1.1,83
79985,Gabriel Rios,4,3,2016-12-30,1,4.9,2024-08-18,3,2,5,0,84,13,71,77.9,8,3,5,8.4,3.5,2,29,1,4.7,54
939843,Allison Cross,6,5,2015-12-25,0,9.2,2024-02-14,4,2,6,0,76,24,52,85.4,15,5,10,1.9,3.1,1,25,1,2.8,59
809346,Kristina Jones,1,3,2016-06-22,0,8.7,2024-04-05,2,2,2,0,26,8,18,95.7,11,8,3,2,4.7,1,7,1,2.1,81
972117,Mary Butler,5,2,2012-02-08,0,13,2024-07-31,1,2,1,0,71,3,68,94.2,40,24,5,2.6,2.9,2,16,0,3.9,82
929488,Taylor Harrison,1,7,2016-10-26,0,8.3,2024-04-11,2,1,3,0,34,28,6,58.3,37,30,26,1.2,4.5,2,3,0,4.1,24
929048,Dorothy Harvey,3,6,2011-02-27,0,14,2024-08-02,3,2,6,1,54,49,5,65,32,20,22,9.2,3.6,1,10,1,2.5,43
622735,Jillian Kim,5,2,2013-02-07,1,9.9,2024-03-25,1,1,2,0,43,28,15,84.1,30,29,28,2.7,2.4,0,25,1,1.3,59
973747,James Wells,6,1,2021-07-03,0,3.6,2024-03-27,0,2,6,1,50,25,25,89.9,44,17,14,6.8,4.4,1,11,2,4,72
13082,Katrina Friedman,4,4,2013-02-04,1,5.4,2024-05-31,4,1,2,1,75,39,36,70.5,9,5,5,3.6,3.3,0,20,1,4.5,44
386971,Amanda Burns,5,5,2010-07-01,1,3.3,2024-04-30,1,0,3,1,93,39,54,92.1,44,23,17,5,2.2,1,7,1,2.9,78
490613,Gerald Allen,3,7,2014-05-20,0,10.8,2024-08-24,4,2,1,0,38,17,21,93.2,40,35,28,1.8,2.1,2,23,0,2,75
837633,Nicole Wilson MD,5,5,2016-07-04,0,8.6,2024-12-09,2,1,10,1,87,57,30,89.6,23,7,3,8.2,4.2,2,0,2,1.3,75
751232,Margaret Watson,6,4,2014-12-25,0,10.2,2024-06-27,4,0,5,0,85,80,5,59.9,22,18,7,2.2,3.3,0,16,0,1.7,23
117268,Bianca Miller,4,1,2020-11-22,0,4.2,2024-11-02,0,0,0,1,15,3,12,83.4,14,5,6,4.5,2.6,0,4,2,3.4,64
817339,Andrea Rodriguez,4,4,2022-09-15,0,2.4,2024-08-18,3,0,7,0,35,17,18,63.6,43,5,37,9.5,1.1,2,20,2,4.2,31
612904,Sara Ewing,2,1,2019-12-27,0,5.1,2024-08-21,3,2,4,0,99,39,60,58.4,20,4,2,9.7,4.4,1,14,0,4.2,29
580399,Richard Young,1,6,2022-04-08,0,2.9,2024-08-13,3,0,3,0,29,22,7,63.4,12,7,11,5.9,1.5,0,22,0,3.5,28
726989,Jenny Jones,6,5,2010-01-12,0,15.1,2024-10-05,3,0,3,0,45,19,26,80.5,10,1,5,7.7,3.6,2,12,1,1.8,66
713695,Veronica Martin,3,6,2017-09-09,0,7.4,2024-01-12,1,2,1,1,18,6,12,52.7,34,25,22,2.7,3.7,2,12,2,2.3,14
319774,Joyce Murphy,4,0,2018-07-20,0,6.6,2024-06-11,4,1,8,1,14,8,6,51.4,18,6,12,3.4,3.3,0,23,1,3.3,11
148102,Robert Scott,4,7,2014-02-28,0,11,2024-02-26,4,1,7,0,25,24,1,78.9,37,9,4,8.5,4.4,1,26,1,1.3,56
145776,Charles Hays,0,1,2018-11-02,0,6.3,2024-11-25,3,1,7,0,38,12,26,56,40,34,25,5.6,4.7,0,17,2,2.2,18
220581,Cheryl Johnson,0,2,2011-07-15,0,13.6,2024-12-11,3,2,6,1,53,34,19,86.6,8,2,2,5.9,4.4,0,24,2,1.4,68
994589,Kimberly Lewis,6,5,2012-09-08,0,12.5,2024-12-12,0,0,7,1,54,40,14,80.8,32,32,26,7.8,1.1,2,15,1,2.5,61
533158,Kerri Freeman,5,2,2021-03-21,0,3.9,2024-12-15,1,2,8,0,39,17,22,69.7,23,16,3,9.5,2.2,0,14,1,1.3,40
521762,Erin Rivera,1,5,2011-04-05,0,13.9,2024-07-13,0,0,3,1,81,50,31,59.4,31,30,12,3.7,4.7,1,27,1,4.3,27
947377,Jonathan Henry,3,4,2014-03-12,1,2.1,2024-09-08,0,1,6,0,87,84,3,96.7,27,25,24,1.6,4.6,2,17,0,3.9,77
104958,Jonathan Jones,1,7,2021-12-29,1,3.1,2024-11-13,1,1,3,0,84,37,47,83.9,38,16,36,6.7,3.1,0,30,0,4.6,60
731215,Chad Walker,1,7,2021-12-19,0,3.2,2024-02-17,0,1,8,1,80,0,80,53,15,1,15,2.3,3.8,1,3,0,1.6,13
967334,Jennifer Rodriguez,6,2,2016-08-10,0,8.5,2024-10-08,3,2,6,0,13,6,7,92.4,9,4,3,2.5,4,2,24,1,1.3,69
365177,Matthew Freeman,0,0,2016-02-25,0,9,2024-06-10,3,2,5,0,73,62,11,71.3,9,7,8,3.3,5,0,15,2,1.8,43
480019,David Haynes,4,0,2022-06-16,1,1.5,2024-07-17,4,0,6,0,70,26,44,95.2,41,6,29,4.5,1.6,0,23,2,2.4,71
524840,Brandon Hull,2,4,2014-03-31,0,10.9,2024-09-09,0,0,9,0,96,40,56,75.5,28,8,21,4.3,2.9,1,22,0,1.2,49
887443,Nancy Carlson,1,3,2016-10-30,0,8.3,2024-01-01,4,2,6,0,64,29,35,71.8,30,29,7,6.5,3.8,2,20,2,4.4,46
356054,Susan Sims,2,5,2015-11-25,0,9.2,2024-03-23,1,1,0,1,63,48,15,92.6,34,26,14,5.4,3.3,0,22,1,3.5,79
786278,Bruce Patel,2,0,2019-01-31,1,6,2024-12-09,1,1,1,0,13,1,12,75.2,28,19,8,6.7,4.5,2,17,2,2.4,52
136029,Dr. Abigail Thompson DDS,2,3,2018-01-11,0,7.1,2024-11-05,2,2,2,1,40,14,26,86,23,19,0,1.8,1.9,1,30,2,1.7,58
959133,Edward Davis,4,0,2011-01-04,0,14.1,2024-06-11,3,1,5,1,51,29,22,59.7,30,1,5,8.1,1,0,18,0,2.1,31
225857,Charlotte Bryant,0,6,2020-02-29,1,0.4,2024-09-06,2,0,1,0,42,36,6,92.6,20,2,17,9.7,3.5,0,25,1,2.4,76
709239,Tanya Hansen,2,1,2010-12-10,1,7.6,2024-01-19,4,2,4,1,64,6,58,73.8,10,1,10,4.6,4.9,2,21,0,1.6,49
170814,Jonathan Glass,0,1,2021-12-31,0,3.1,2024-11-22,3,2,7,1,95,62,33,54.5,9,1,0,4.9,2.5,2,4,1,1.2,15
283594,Danielle Garrett,4,5,2010-07-20,0,14.6,2024-12-10,2,1,7,1,46,5,41,51.8,12,12,12,6.2,4.9,2,14,1,1.8,19
640960,Connie Thomas,3,4,2018-09-09,0,6.4,2024-03-16,1,2,7,0,14,7,7,73.8,43,23,2,3.9,3.8,0,27,2,3.4,43
211786,Sabrina Cohen,5,0,2014-04-08,0,10.9,2024-04-26,3,2,8,0,39,3,36,92.3,42,32,27,3.4,5,1,20,0,1.1,72
665805,Charles Gilmore MD,5,1,2016-02-05,0,9,2024-06-19,2,1,10,0,78,27,51,97.8,34,29,16,9.4,4.4,2,13,2,1.5,84
119828,Marissa Payne,1,3,2018-08-01,0,6.6,2024-02-28,1,2,9,0,12,10,2,69.4,37,20,3,1.4,2.9,1,14,0,3.8,36
781793,Brian Gonzalez,4,2,2022-12-04,1,1.2,2024-07-03,3,0,7,1,65,0,65,62.1,39,14,12,9.9,4.5,2,4,1,3.7,33
490469,Lisa Castro,4,4,2015-10-20,0,9.3,2024-08-10,0,0,0,0,17,6,11,83.2,24,20,3,8,3.3,0,28,2,4,65
553229,Dakota Boyd,3,5,2015-05-14,0,9.8,2024-03-13,3,0,6,1,40,29,11,76.9,27,8,27,4.4,3.2,1,25,0,2,51
509933,Sarah Mccoy,4,2,2018-06-27,0,6.6,2024-11-01,4,0,7,0,82,25,57,51.7,18,1,5,9.5,4.7,1,26,0,3.9,17
466126,Tiffany King,1,4,2021-03-10,0,3.9,2024-11-14,0,1,2,0,82,21,61,61.8,27,7,8,1.5,1.4,1,22,2,3,21
104293,Donald Smith,1,0,2019-03-23,0,5.9,2024-04-03,0,1,5,1,80,44,36,80.1,21,10,11,6,2.2,2,11,0,1.3,55
971635,Dr. Erin Flores,2,1,2016-03-14,0,8.9,2024-05-19,4,1,8,0,24,23,1,68.5,20,11,6,8,2.1,0,13,0,3.2,42
187259,Raymond Hernandez,1,7,2013-04-16,0,11.8,2024-09-10,3,2,5,1,50,40,10,64.1,33,13,20,9.1,4.2,2,10,0,4.2,43
704441,Heather Anthony,6,6,2013-06-05,0,11.7,2024-09-27,2,1,10,1,51,49,2,95.2,28,7,3,7.1,3.2,1,18,0,2,80
861442,Thomas Wood,0,5,2010-05-26,0,14.7,2024-02-16,1,2,9,0,91,90,1,70.2,46,25,7,4.7,2,0,18,1,4.3,44
384162,Olivia Harrington,1,3,2015-12-31,1,1.4,2024-11-03,2,0,0,0,71,0,71,95.2,41,11,31,9.2,2.5,0,22,2,2.5,82
26866,Aaron Clark,5,6,2022-12-22,0,2.2,2024-07-16,4,0,2,1,32,25,7,78.1,22,18,22,5.4,4.6,0,0,0,2,55
751041,Devon Carlson,5,1,2014-01-14,0,11.1,2024-08-16,1,2,9,1,81,43,38,52.5,11,3,3,4.7,4.6,2,2,2,4,20
171206,Jason Smith,4,4,2015-10-15,0,9.4,2024-09-30,0,2,5,1,29,7,22,57.8,49,45,6,3,1.1,0,1,1,3.3,23
787009,Sophia Hall,4,4,2017-10-15,0,7.3,2024-10-10,1,1,3,1,18,3,15,75.5,36,16,6,2.4,1.3,1,22,1,3.5,48
367105,Sarah Jackson,6,7,2019-08-13,1,5.3,2024-11-27,4,1,5,0,49,7,42,62.6,16,9,16,9,2.3,0,18,1,2.7,31
269593,Daniel Johnson,0,4,2018-01-11,0,7.1,2024-07-03,0,2,7,0,51,7,44,58.6,16,2,6,4.6,4.5,1,4,0,2.3,24
501605,Jeffrey Harrell,1,4,2022-04-14,0,2.8,2024-10-16,4,1,9,0,97,83,14,69.4,32,28,20,5.9,3.2,1,26,0,1.1,35
606043,Daniel Rogers,6,5,2013-08-27,0,11.5,2024-08-07,4,0,7,0,67,15,52,57.6,6,2,2,2.9,1.7,1,3,2,4,24
138652,Amy Shepard,6,6,2018-03-01,2,5.4,2024-08-11,2,0,0,1,27,16,11,72.6,49,44,30,1.5,3.6,1,16,0,1.1,43
310090,Teresa Stone,4,3,2012-04-02,0,12.9,2024-10-01,2,2,1,0,15,2,13,86.5,23,23,10,3.8,1.2,1,9,2,2.9,73
663010,Charles Barnes,4,0,2013-09-15,0,11.4,2024-05-17,0,1,2,1,25,8,17,70,35,20,20,4.8,3.1,0,11,1,3.8,47
803143,Trevor Murphy,6,3,2017-12-13,0,7.2,2024-10-23,0,0,8,0,65,50,15,54.4,43,29,5,6.3,3.7,2,26,0,5,19
426322,Ronald Watson,1,2,2014-07-01,0,10.6,2024-05-02,4,2,3,0,99,79,20,94.1,19,14,6,9.8,3.4,2,15,0,3.6,86
300377,Maria Lawrence,6,0,2016-10-09,0,8.4,2024-11-03,1,0,8,0,42,16,26,87.9,9,8,4,2.5,1.9,0,19,1,3.7,64
472747,Timothy Bell,6,4,2019-01-05,0,6.1,2024-12-10,1,1,9,1,15,3,12,94.2,47,5,11,4,3.9,1,6,2,3.4,77
27350,Samantha Brown,0,7,2018-09-07,0,6.5,2024-06-11,2,1,1,0,77,0,77,83.2,17,4,13,2.3,2.6,1,0,2,4.3,64
843143,Bryce Serrano,5,2,2015-02-02,0,10,2024-03-14,1,1,5,0,90,49,41,71.4,5,2,2,3.7,3.6,1,28,0,4.2,43
74576,Evan Phillips,0,6,2014-02-07,2,9.1,2024-07-08,0,2,8,1,39,29,10,95.1,14,6,12,2.8,2,0,1,2,4.6,82
947897,Thomas Murphy,4,5,2017-03-11,1,0.8,2024-10-20,2,1,1,0,28,24,4,54.1,26,25,23,4.2,1.7,2,18,0,1.7,15
744003,Tyler Stewart,5,2,2017-09-19,0,7.4,2024-09-22,1,0,5,0,45,21,24,83,28,28,15,4.7,2.1,2,5,2,4.7,64
84603,Karen Thomas,2,0,2013-04-18,0,11.8,2024-09-23,4,0,5,1,53,23,30,59.1,47,28,4,9.5,2.6,0,15,1,1.3,29
322252,Charles Gay,3,1,2012-11-19,1,3.3,2024-05-01,2,2,2,1,73,49,24,57.1,46,6,20,8.9,1.7,1,23,0,2.2,24
492522,Johnathan Davidson,2,6,2016-08-15,2,5.8,2024-08-12,4,0,4,1,12,6,6,93.3,8,8,0,3.5,2.8,1,8,0,1.9,77
945019,Susan Thomas,3,1,2014-02-01,2,7.9,2024-02-02,1,0,0,1,71,67,4,78.2,49,43,6,3.8,1.1,2,26,1,2.9,53
132206,Breanna Levine,2,6,2021-12-16,1,2.1,2024-09-08,3,2,10,1,57,48,9,69.5,8,7,3,8.5,3.6,0,4,0,1.6,41
400893,Lori Hughes,2,7,2022-07-02,0,2.6,2024-04-18,3,1,0,0,72,45,27,82.3,41,22,35,5.9,2.6,1,8,1,1.1,59
166605,Mark Duarte,6,7,2014-03-13,1,8.9,2024-09-28,3,1,7,1,80,66,14,74,43,25,26,2.3,3.1,2,7,2,3.8,47
991752,Victoria Hill,0,5,2017-07-08,0,7.6,2024-06-05,3,1,7,0,31,9,22,85.5,20,9,20,4.4,2.9,1,2,2,2.4,65
741091,Don Sanchez,4,1,2013-09-10,0,11.4,2024-06-11,0,1,8,1,39,32,7,89.9,40,33,0,1,2.5,1,19,0,2.5,67
110579,Andrew Vargas,0,7,2017-07-03,1,2.9,2024-12-29,0,1,1,1,52,28,24,69.9,44,30,19,9.5,4.1,1,3,0,3.3,47
342293,Robert Lam,1,1,2012-02-01,0,13.1,2024-03-24,0,0,2,0,46,40,6,97.6,11,3,0,2.3,3.7,2,30,2,2.6,82
57098,Michael Martin,0,6,2015-07-19,0,9.6,2024-07-16,4,2,2,1,85,8,77,97.4,37,4,30,6.1,1.2,1,1,2,4.1,88
806060,Katie Welch,6,1,2013-07-08,1,5.2,2024-01-06,1,0,1,1,67,43,24,52.1,38,10,15,8.4,3.6,0,11,2,4.8,22
54271,Ryan Curry,2,4,2014-06-11,0,10.7,2024-11-21,4,1,8,1,94,47,47,72.9,36,36,19,6.7,4.1,1,14,0,1.7,49
481009,Jorge Rojas,5,5,2013-12-31,0,11.1,2024-09-05,1,0,8,1,10,10,0,50,17,17,5,8.4,1.6,2,21,1,3.4,16
957609,Tracy Smith,1,5,2015-07-25,0,9.6,2024-02-18,4,0,2,1,41,26,15,66,28,14,27,4.8,4,1,17,1,2.6,37
908333,Duane Boyd,6,6,2015-05-11,0,9.8,2024-10-24,4,2,9,0,85,65,20,96.3,47,37,46,9.1,4.3,1,6,1,2.2,85
779516,Amanda Scott,5,1,2015-05-23,1,1.8,2024-07-25,1,2,8,0,17,6,11,58.1,15,11,13,1.5,5,2,3,0,1.1,20
784788,Mark Bell,6,5,2012-07-03,2,1.7,2024-01-11,1,0,7,0,54,26,28,55.6,29,2,6,2.7,2.9,2,1,1,3.6,18
794761,Alyssa James,2,0,2012-07-09,0,12.6,2024-07-07,2,2,2,0,47,29,18,88.6,39,27,24,4,3.1,1,3,0,3.9,79
700615,Denise Austin,5,2,2012-02-23,0,13,2024-01-21,1,1,6,1,59,34,25,86.2,18,11,9,4,3.3,0,11,1,1.9,69
650088,Elizabeth Sparks,1,6,2022-02-23,0,3,2024-08-04,0,1,7,0,99,91,8,77.5,47,10,36,7,4.9,2,29,2,2.3,50
341701,Richard Gomez,4,0,2020-07-16,0,4.6,2024-05-01,3,1,6,0,50,7,43,59.4,5,5,3,9.3,1.3,1,8,0,2.3,27
919066,Marcus Luna,4,7,2013-07-08,0,11.6,2024-01-12,2,0,2,1,43,26,17,60,49,16,4,2.2,2.8,1,14,2,1.4,25
835913,Benjamin Rios,5,1,2017-06-14,0,7.7,2024-03-08,0,0,5,0,96,19,77,71.1,20,6,10,4.1,3.5,0,14,2,2.6,43
38446,Joanna Long,0,1,2014-09-02,1,5.4,2024-04-11,0,0,3,1,43,19,24,83.1,48,48,9,6.1,3.8,2,6,0,2.9,64
128234,Stephanie Welch,1,0,2022-02-24,0,3,2024-05-22,1,1,9,0,16,15,1,64.2,28,23,7,9.4,4,2,22,1,1.6,31
963171,Margaret Green,0,3,2011-02-13,0,14,2024-08-22,4,1,9,1,67,31,36,98.8,49,21,44,6.8,2.5,1,24,2,3,85
463554,Justin Ballard,0,4,2018-08-07,0,6.5,2024-04-16,2,2,0,1,31,21,10,71.8,26,14,8,5.3,3.8,1,6,2,1.1,47
398942,Denise Jones,6,1,2020-01-16,0,5.1,2024-03-31,2,1,10,1,20,15,5,80.4,37,10,31,6.1,2.7,2,3,2,1.8,55
353430,Glenn Shaw,4,2,2012-03-16,0,12.9,2024-06-15,0,1,10,1,16,1,15,89.6,23,21,1,2.3,3.2,0,30,2,4.8,67
895058,Victoria Santiago,5,3,2021-08-20,0,3.5,2024-03-02,1,1,3,0,18,15,3,97.3,17,8,15,8.9,4.2,0,1,1,3.4,87
355996,Melinda Morris,5,4,2021-05-04,0,3.8,2024-07-11,0,2,9,0,98,94.0407446360696,2,76.4,35,22,24,6.8,1.2,0,23,0,2.4,47
378950,William Sims,0,7,2022-04-07,0,2.9,2024-08-26,0,1,7,0,68,25,43,69.4,13,2,8,10,2.4,2,21,1,3.7,41
542030,Victor Rogers,0,1,2013-09-24,0,11.4,2024-01-06,4,2,7,1,32,32,0,57.5,7,1,4,7.7,2.2,0,28,2,1.4,21
948451,Benjamin Irwin DVM,3,2,2013-04-10,0,11.9,2024-05-30,2,2,5,1,11,8,3,78.4,33,6,12,2.3,1.5,1,8,1,3.3,56
961287,Michael Harrington,1,7,2021-03-31,2,3.4,2024-09-22,4,0,10,0,57,50,7,54.3,15,8,10,3.3,4.8,1,17,1,3.9,13
244686,Tiffany Castillo,5,3,2018-12-12,0,6.2,2024-12-15,2,2,1,1,37,29,8,78.4,42,34,35,9.6,3,0,30,1,3.9,57
56267,Shannon Rodriguez,4,6,2014-08-05,2,3.2,2024-07-14,3,1,1,1,28,24,4,97.8,21,12,16,6.1,2.2,1,18,0,1.6,83
897951,Anthony Kaiser,5,1,2015-06-01,0,9.7,2024-04-04,3,2,6,0,48,25,23,77.6,15,13,2,9.7,2.2,0,8,2,1.8,58
105067,Deborah Bright,5,3,2018-08-05,0,6.5,2024-09-18,3,0,6,0,91,0,91,95.1,48,39,37,8.8,2.2,0,1,1,3.5,84
752126,Charles Liu,4,3,2012-12-12,0,12.2,2024-07-04,2,2,4,0,67,1,66,82.6,13,9,9,3.7,2.5,0,28,2,4.3,61
828973,Steven Walker,5,4,2022-12-30,0,2.1,2024-06-13,2,2,1,1,67,7,60,73,47,13,25,8.2,2.7,1,10,0,4.9,49
269397,Austin Rush,5,5,2019-10-24,0,5.3,2024-01-15,0,1,6,1,49,43,6,50.2,38,7,29,2,1.1,0,3,2,4.5,12
970911,Richard Durham,2,3,2013-07-23,1,0.4,2024-09-14,3,0,0,1,22,11,11,95.7,32,31,22,5.5,1.7,2,3,2,4.1,84
775978,Jacqueline Burton,6,5,2020-12-09,0,4.2,2024-09-15,1,1,10,0,14,8,6,64.8,33,9,26,2.1,1.1,0,15,0,1.7,26
226373,Brandi White,1,7,2022-03-29,0,2.9,2024-02-29,3,1,3,1,72,37,35,99,47,25,42,4.5,4.3,1,7,0,2.5,84
998931,Mrs. Kimberly Bradford,5,7,2021-05-13,0,3.8,2024-08-10,3,1,10,1,56,8,48,91.3,47,22,35,1.5,3.2,0,8,1,4.7,67
407005,Katrina Wilson,3,7,2011-07-03,0,13.6,2024-02-08,2,1,2,1,33,3,30,56.9,40,33,30,2.8,5,1,0,2,1.9,27
557140,Carolyn Harvey,1,7,2022-03-21,0,2.9,2024-08-06,3,1,9,0,90,25,65,51.7,12,3,9,5.7,4.3,0,3,1,1.3,13
568671,Robert Morales,4,1,2012-03-18,1,8.7,2024-09-06,4,2,5,0,100,58,42,98.6,44,14,30,8.2,3.2,0,28,1,3.3,85
322148,Melanie Wilson,3,4,2018-07-08,2,3.4,2024-06-18,1,2,10,0,13,6,7,71.7,32,9,16,2.2,3,0,23,1,2.7,36
365692,David Brooks,5,7,2019-04-28,0,5.8,2024-05-02,1,2,7,0,28,19,9,83.3,37,26,2,4,1.4,2,2,1,3.7,61
940371,Michael Sandoval,3,4,2022-10-21,1,1.1,2024-05-02,1,0,1,1,61,21,40,53.1,15,8,8,9.9,1.8,1,27,2,1.4,15
55816,Sabrina Potter,1,7,2018-11-08,0,6.3,2024-03-05,1,0,9,0,14,10,4,91.7,17,8,7,9.2,2.4,0,27,0,1.9,71
354040,Mary Mitchell,5,5,2013-06-18,0,11.7,2024-06-06,1,2,6,1,12,5,7,85.2,15,10,11,9.2,2.9,0,23,1,4.7,70
280084,Joshua Bennett,5,2,2019-06-26,0,5.7,2024-06-14,0,0,7,0,77,52,25,79.1,25,5,22,7.7,4.6,1,25,1,2.4,53
654282,Donald Francis,1,2,2010-06-11,0,14.7,2024-06-16,4,1,2,1,44,15,29,58.7,11,6,5,7.9,3,0,16,2,3.7,33
983047,Michael Young,1,0,2010-02-21,2,10.1,2024-03-14,2,0,8,1,24,11,13,50.7,23,1,23,8.1,1.4,0,2,0,4.1,20
159444,Emily Dixon,4,3,2021-03-24,0,3.9,2024-09-24,3,0,8,1,64,17,47,70.6,15,14,12,9.3,2.5,0,26,1,3.7,41
986211,Jennifer Jackson,0,2,2022-08-10,0,2.5,2024-01-14,2,0,5,1,74,32,42,52.8,44,36,40,4.3,3.7,2,15,1,4,14
501977,Lauren Irwin,6,1,2014-12-13,0,10.2,2024-11-26,4,2,10,1,62,24,38,52.7,5,1,3,8.6,1.8,0,7,2,1.2,18
455602,Kevin Sutton,6,0,2013-08-01,0,11.6,2024-02-07,3,2,4,0,15,9,6,55.6,29,1,19,9,4.3,1,21,1,3.8,25
978605,Kyle Maldonado,0,3,2022-05-21,2,2.1,2024-04-17,3,0,2,0,74,54,20,50.2,10,9,7,8.7,3.7,1,7,0,4.4,17
920842,William Meadows,0,6,2019-08-11,1,1.3,2024-03-12,4,0,3,1,65,43,22,59.2,39,24,36,6.5,1.3,0,25,1,2.6,21
500880,Sandra Dunn,2,5,2022-10-04,0,2.4,2024-01-16,3,1,8,1,25,18,7,65.2,15,1,4,8.2,3,2,5,1,1.6,34
735154,Brittany Campbell,3,6,2016-11-17,0,8.3,2024-02-21,0,0,8,1,36,24,12,72.8,15,15,13,9.1,2.4,1,20,0,4.6,49
855706,Heather Hart,4,1,2022-07-09,0,2.6,2024-05-20,1,0,0,0,31,11,20,53.9,40,8,29,6.9,4.4,0,2,0,4,22
878111,Henry Williams,5,3,2017-02-06,0,8,2024-05-22,4,2,3,0,47,19,28,69.6,13,6,5,9.8,3.4,1,17,1,2.1,45
605264,Roberto Brewer,4,6,2011-01-27,0,14.1,2024-03-09,1,1,5,1,68,66,2,85.8,17,1,2,7.9,2.3,0,14,1,4.4,75
951950,Robert Howard,0,4,2017-11-28,0,7.2,2024-01-29,2,2,10,0,17,1,16,61.6,14,2,2,7.8,2.2,2,4,1,4.4,32
663618,Robert Reynolds,0,4,2011-10-30,1,10.3,2024-09-14,2,2,4,1,62,51,11,76.9,7,4,2,9.9,3,1,13,0,2.8,60
807929,Patricia Powers,3,2,2010-12-27,0,14.2,2024-10-11,3,0,2,1,63,19,44,52.5,24,13,19,9.9,1.9,2,18,1,2.6,25
889060,Michael Owens,2,2,2010-07-02,0,14.6,2024-11-21,0,1,1,1,48,18,30,96.1,45,3,25,4,3.5,2,5,2,4.1,88
938475,Zachary Brown,3,7,2019-09-06,0,5.5,2024-03-12,1,2,0,1,99,36,63,67.7,14,3,14,4,3.5,0,7,1,2.5,40
